State or Country,Region,Housing Category,Post ID,Repost of (Post ID),Title,URL,Date Posted,Time Posted,Price,Location,Post has Image,Post has Geotag,Bedrooms,Area
alabama,auburn,real estate - by owner,7131132883,None,West Pensacola Rent Ready!,https://auburn.craigslist.org/reo/d/pensacola-west-pensacola-rent-ready/7131132883.html,2020-06-09,08:31,$89000,"1903 Border St Pensacola, FL",True,None,2,1102ft2
alabama,auburn,real estate - by owner,7131642186,None,amazing 4/2 section 8,https://auburn.craigslist.org/reo/d/mobile-amazing-4-2-section-8/7131642186.html,2020-06-09,08:31,$45000,"2748 S Thompson Dr Mobile, AL",True,None,4,1744ft2
alabama,auburn,real estate - by owner,7137809994,6675700582,Land For Sale,https://auburn.craigslist.org/reo/d/notasulga-land-for-sale/7137809994.html,2020-06-07,23:43,$4500,"Tuskegee, AL",True,None,None,None
alabama,auburn,real estate - by owner,7137733100,None,nice condo laundry in-unit easy parking,https://auburn.craigslist.org/reo/d/auburn-university-nice-condo-laundry-in/7137733100.html,2020-06-07,19:38,$400,Auburn,True,None,4,1858ft2
alabama,auburn,real estate - by owner,7136085616,6578215045,"MOBILE HOME, NEEDS WORK; SOLD AS STORAGE",https://auburn.craigslist.org/reo/d/salem-mobile-home-needs-work-sold-as/7136085616.html,2020-06-04,21:12,$600,OPELIKA,True,None,1,None
alabama,auburn,real estate - by owner,7134759536,None,Mobile home for sale,https://auburn.craigslist.org/reo/d/auburn-university-mobile-home-for-sale/7134759536.html,2020-06-02,15:52,$23900,Auburn,True,None,3,None
alabama,auburn,real estate - by owner,7134475373,None,‼️3 PROPERTIES FOR THE PRICE OF 1‼️,https://auburn.craigslist.org/reo/d/auburn-university-3-properties-for-the/7134475373.html,2020-06-02,09:08,$29500,Auburn University,True,None,2,1296ft2
alabama,auburn,real estate - by owner,7120871819,None,"9.30 ac-lots of road frontage-$36,000",https://auburn.craigslist.org/reo/d/dadeville-930-ac-lots-of-road-frontage/7120871819.html,2020-06-01,14:44,$36000,"Dadeville, AL",True,None,None,None
alabama,auburn,real estate - by owner,7131950513,None,"Country living 1/2 hr from Syracuse, NY, Commercial and/or Residential",https://auburn.craigslist.org/reo/d/bernhards-bay-country-living-1-2-hr/7131950513.html,2020-05-28,14:41,$195000,Bernhards Bay,True,None,2,5000ft2
alabama,auburn,real estate - by owner,7131663136,None,"5 beautiful acres- trees, bushes",https://auburn.craigslist.org/reo/d/opelika-5-beautiful-acres-trees-bushes/7131663136.html,2020-05-28,06:51,$0,Opelika,False,None,None,None
alabama,auburn,real estate - by owner,7131226135,None,Redman 2/2 singlewide mobile home manufactured home,https://auburn.craigslist.org/reo/d/auburn-redman-2-2-singlewide-mobile/7131226135.html,2020-05-27,11:29,$9000,Auburn,True,None,2,None
alabama,auburn,real estate - by owner,7128960699,None,I FIND YOU DEAL$$$,https://auburn.craigslist.org/reo/d/opelika-find-you-deal/7128960699.html,2020-05-23,05:20,$0,auburn,False,None,None,None
alabama,auburn,real estate - by owner,7128960630,None,closing costs on MEE,https://auburn.craigslist.org/reo/d/opelika-closing-costs-on-mee/7128960630.html,2020-05-23,05:19,$0,auburn,False,None,None,None
alabama,auburn,real estate - by owner,7128960411,None,CASH BUYERS!!!!,https://auburn.craigslist.org/reo/d/opelika-cash-buyers/7128960411.html,2020-05-23,05:17,$0,AUBURN,False,None,None,None
alabama,auburn,real estate - by owner,7126738083,None,GREAT POTENTIAL! GREAT DEAL!,https://auburn.craigslist.org/reo/d/anniston-great-potential-great-deal/7126738083.html,2020-05-19,09:28,$24500,"Anniston, Ala",True,None,None,2522ft2
alabama,auburn,real estate - by owner,7126717831,None,Multi-Units Bargain!!,https://auburn.craigslist.org/reo/d/anniston-multi-units-bargain/7126717831.html,2020-05-19,08:38,$29500,"Anniston, Ala",True,None,None,2349ft2
alabama,auburn,real estate - by owner,7126708800,None,Diamond In The Rough,https://auburn.craigslist.org/reo/d/anniston-diamond-in-the-rough/7126708800.html,2020-05-19,08:20,$29500,"Anniston, Ala",True,None,None,2349ft2
alabama,auburn,real estate - by owner,7124532924,None,Local Investor looking for apartments,https://auburn.craigslist.org/reo/d/opelika-local-investor-looking-for/7124532924.html,2020-05-15,09:56,$1000000,Auburn,False,None,None,None
alabama,auburn,real estate - by owner,7116715365,7078424680,2 Bedroom 2 Bath 16x68 in Arrowhead Park,https://auburn.craigslist.org/reo/d/auburn-university-2-bedroom-2-bath/7116715365.html,2020-05-12,12:26,$59900,"Auburn, AL",True,None,2,1088ft2
alabama,auburn,real estate - by owner,7116716661,7057916418,4 Bedroom Doublewide In Park--Price Reduced,https://auburn.craigslist.org/reo/d/auburn-university-4-bedroom-doublewide/7116716661.html,2020-05-12,12:26,$49900,"Auburn, AL",True,None,4,1904ft2
alabama,auburn,real estate - by owner,7121507736,None,3BR/2BA Mobile Home,https://auburn.craigslist.org/reo/d/opelika-3br-2ba-mobile-home/7121507736.html,2020-05-09,16:30,$45400,Opelika,True,None,3,None
alabama,auburn,real estate - by owner,7121307139,None,"40 ac w/paved road,city water,possible owner finance",https://auburn.craigslist.org/reo/d/dadeville-40-ac-paved-roadcity/7121307139.html,2020-05-09,11:30,$0,Dadeville,True,None,None,None
alabama,auburn,real estate - by owner,7104715449,None,"INVESTORS: $8,000/3 br, 1 ba, 1,568 sqft",https://auburn.craigslist.org/reo/d/shellman-investors-br-1-ba-1568-sqft/7104715449.html,2020-05-07,09:13,$8000,Shellman,True,None,3,1568ft2
alabama,auburn,real estate - by owner,7104215603,None,$10000  -  Need Money???,https://auburn.craigslist.org/reo/d/auburn-need-money/7104215603.html,2020-05-05,18:26,$0,None,True,None,None,None
alabama,auburn,real estate - by owner,7119079119,None,INVESTORS/SELLERS/WHOLESALERS CALL US !,https://auburn.craigslist.org/reo/d/opelika-investors-sellers-wholesalers/7119079119.html,2020-05-05,12:38,$0,AUBURN,True,None,None,None
alabama,auburn,real estate - by owner,7117633248,4793510531,Lot for sale near Alexander City,https://auburn.craigslist.org/reo/d/lot-for-sale-near-alexander-city/7117633248.html,2020-05-02,15:52,$18500,None,False,None,None,None
alabama,auburn,real estate - by owner,7117624169,None,BEACHFRONT STUDIO CONDO,https://auburn.craigslist.org/reo/d/panama-city-beachfront-studio-condo/7117624169.html,2020-05-02,15:44,$165000,"8817 South Thomas Dr.  Panama City Beach, FL",False,None,None,489ft2
alabama,auburn,real estate - by owner,7117276913,None,"$149,500 LAKE WEDOWEE AL, 3 ACRE WATERFRONT  LOT, TRANQUILITY PHASE II",https://auburn.craigslist.org/reo/d/wedowee-lake-wedowee-al-3-acre/7117276913.html,2020-05-02,00:14,$0,None,True,None,None,None
alabama,auburn,real estate - by owner,7117185189,7031884390,COMMERCIAL  CORNER LOCATION for Car Lot/Garage,https://auburn.craigslist.org/reo/d/opelika-commercial-corner-location-for/7117185189.html,2020-05-01,18:47,$228000,Opelika,True,None,None,5000ft2
alabama,auburn,real estate - by owner,7117083803,None,Mobile Home for sale in Conway Acres,https://auburn.craigslist.org/reo/d/auburn-university-mobile-home-for-sale/7117083803.html,2020-05-01,15:38,$22300,"Conway Acres, Auburn, AL",True,None,2,980ft2
alabama,auburn,real estate - by owner,7116646224,None,Florida Beach Condo - Trade For Auburn Condo,https://auburn.craigslist.org/reo/d/rotonda-west-florida-beach-condo-trade/7116646224.html,2020-04-30,19:46,$350000,Palm Island Florida,True,None,2,1100ft2
alabama,auburn,wanted: room & share,7140193321,None,Seeking Roommate,https://auburn.craigslist.org/sha/d/seeking-roommate/7140193321.html,2020-06-11,19:46,$0,None,True,None,None,None
alabama,auburn,wanted: room & share,7121168311,4219322975,$450 a month includes utilities /2259 sqft-ROOMMATE NEEDED-$450 MNTH,https://auburn.craigslist.org/sha/d/450-month-includes-utilities-2259-sqft/7121168311.html,2020-05-09,07:12,$0,S Brookwood Dr.,False,None,None,None
alabama,auburn,wanted: room & share,7120411159,None,Room availability for female,https://auburn.craigslist.org/sha/d/room-availability-for-female/7120411159.html,2020-05-07,19:01,$0,Auburn,False,None,None,None
alabama,auburn,parking & storage,7136066171,None,Warehouse / Storage space - Opelika,https://auburn.craigslist.org/prk/d/opelika-warehouse-storage-space-opelika/7136066171.html,2020-06-04,20:18,$2900,Opelika,True,None,None,4900ft2
alabama,auburn,parking & storage,7107130098,6544632443,40' x 25' Warehouse. Close to Auburn Post office.,https://auburn.craigslist.org/prk/d/auburn-warehouse-close-to-auburn-post/7107130098.html,2020-05-11,23:40,$495,Auburn,True,None,None,None
alabama,auburn,rooms & shares,7125095056,None,FURNISHED NICE ROOM IN DOWNTOWN AUBURN,https://auburn.craigslist.org/roo/d/auburn-furnished-nice-room-in-downtown/7125095056.html,2020-06-13,15:04,$300,EASY ACCESS TO I-85,False,None,None,None
alabama,auburn,rooms & shares,7132229353,None,1 Spacious bedroom in 3Br/3Bath room,https://auburn.craigslist.org/roo/d/auburn-1-spacious-bedroom-in-3br-3bath/7132229353.html,2020-06-13,12:24,$300,"875 Foster Street,",False,None,None,None
alabama,auburn,rooms & shares,7128392262,None,Nice Room for Rent,https://auburn.craigslist.org/roo/d/opelika-nice-room-for-rent/7128392262.html,2020-06-13,09:01,$450,None,False,None,None,None
alabama,auburn,rooms & shares,7128357829,None,Nice Room for Rent,https://auburn.craigslist.org/roo/d/opelika-nice-room-for-rent/7128357829.html,2020-06-13,09:00,$400,None,False,None,None,None
alabama,auburn,rooms & shares,7140904962,None,Need dog friendly house and roommate,https://auburn.craigslist.org/roo/d/auburn-need-dog-friendly-house-and/7140904962.html,2020-06-13,04:17,$450,auburn,False,None,None,None
alabama,auburn,rooms & shares,7138844750,None,FURNISHED NICE ROOM IN DOWNTOWN AUBURN,https://auburn.craigslist.org/roo/d/furnished-nice-room-in-downtown-auburn/7138844750.html,2020-06-12,14:32,$300,EASY ACCESS TO I-85,False,None,None,None
alabama,auburn,rooms & shares,7128470155,7107085567,Furnished Separate Room in 2B/2B Apt,https://auburn.craigslist.org/roo/d/auburn-furnished-separate-room-in-2b-2b/7128470155.html,2020-06-12,12:27,$400,auburn,True,None,None,None
alabama,auburn,rooms & shares,7135137394,None,1 Bed room 1 bath room available in,https://auburn.craigslist.org/roo/d/auburn-1-bed-room-1-bath-room-available/7135137394.html,2020-06-12,11:58,$300,"372 E Glenn Ave, Auburn, AL",False,None,None,1789ft2
alabama,auburn,rooms & shares,7140218798,None,Roommate needed 400$ a month plus utilities,https://auburn.craigslist.org/roo/d/lagrange-roommate-needed-400-month-plus/7140218798.html,2020-06-11,20:51,$0,Lee’s crossing,True,None,None,None
alabama,auburn,rooms & shares,7139812259,None,Apartment For Sublet- Connection at Auburn,https://auburn.craigslist.org/roo/d/auburn-university-apartment-for-sublet/7139812259.html,2020-06-11,09:57,$551,"Auburn, Alabama",True,None,None,1147ft2
alabama,auburn,rooms & shares,7131639486,None,Great vibe seeks same Cozy Bedroom in WOODFIELD,https://auburn.craigslist.org/roo/d/auburn-university-great-vibe-seeks-same/7131639486.html,2020-06-11,09:23,$350,Woodfield,True,None,None,1600ft2
alabama,auburn,rooms & shares,7123365819,None,Room for rent Luxury/doorman building in Auburn,https://auburn.craigslist.org/roo/d/auburn-university-room-for-rent-luxury/7123365819.html,2020-06-10,11:34,$330,None,True,None,None,1765ft2
alabama,auburn,rooms & shares,7138853285,None,Houseshare - Room for Rent,https://auburn.craigslist.org/roo/d/opelika-houseshare-room-for-rent/7138853285.html,2020-06-09,16:02,$400,Opelika,False,None,None,None
alabama,auburn,rooms & shares,7137978550,None,Gracious 2452 Sq. Ft. square foot apartment in Auburn,https://auburn.craigslist.org/roo/d/auburn-gracious-2452-sq-ft-square-foot/7137978550.html,2020-06-08,12:11,$870,Auburn,True,None,None,2452ft2
alabama,auburn,rooms & shares,7122858030,None,Room for rent in the country,https://auburn.craigslist.org/roo/d/lanett-room-for-rent-in-the-country/7122858030.html,2020-06-07,15:29,$200,"Lanett, AL",False,None,None,None
alabama,auburn,rooms & shares,7134708488,None,Room for Rent,https://auburn.craigslist.org/roo/d/montgomery-room-for-rent/7134708488.html,2020-06-02,14:35,$450,MONTGOMERY,False,None,None,None
alabama,auburn,rooms & shares,7134275925,None,"Looking for Roommate, late July/Early August Downtown Auburn",https://auburn.craigslist.org/roo/d/auburn-looking-for-roommate-late-july/7134275925.html,2020-06-01,18:47,$400,Downtown Auburn,False,None,None,None
alabama,auburn,rooms & shares,7133919715,6730002023,Looking for two roommates private bd/br 1 mile from campus,https://auburn.craigslist.org/roo/d/auburn-university-looking-for-two/7133919715.html,2020-06-01,10:30,$300,Auburn,True,None,None,None
alabama,auburn,rooms & shares,7132608835,None,///\\\ House to share\Rental ///\\\,https://auburn.craigslist.org/roo/d/auburn-house-to-sharerental/7132608835.html,2020-06-01,08:51,$340,auburn,False,None,None,None
alabama,auburn,rooms & shares,7133342956,None,1 room available,https://auburn.craigslist.org/roo/d/auburn-university-1-room-available/7133342956.html,2020-05-31,03:46,$400,Auburn,True,None,None,2100ft2
alabama,auburn,rooms & shares,7133186886,None,Creekside Townhome,https://auburn.craigslist.org/roo/d/auburn-creekside-townhome/7133186886.html,2020-05-30,17:09,$650,Auburn,True,None,None,None
alabama,auburn,rooms & shares,7132139698,None,"Private room, bath & entrance $1,000",https://auburn.craigslist.org/roo/d/auburn-private-room-bath-entrance-1000/7132139698.html,2020-05-28,20:24,$1000,Auburn,True,None,None,None
alabama,auburn,rooms & shares,7127008371,None,Short Term Leases Available!! Two Spots Left!,https://auburn.craigslist.org/roo/d/auburn-short-term-leases-available-two/7127008371.html,2020-05-28,11:19,$870,Auburn,True,None,None,2452ft2
alabama,auburn,rooms & shares,7130696804,None,Two rooms for $600,https://auburn.craigslist.org/roo/d/auburn-university-two-rooms-for-600/7130696804.html,2020-05-26,12:59,$600,Auburn University,False,None,None,900ft2
alabama,auburn,rooms & shares,7129624811,None,$280/mo room in duplex,https://auburn.craigslist.org/roo/d/auburn-280-mo-room-in-duplex/7129624811.html,2020-05-24,11:44,$280,Auburn,True,None,None,None
alabama,auburn,rooms & shares,7126446928,None,Roommate for 2bd/1ba duplex,https://auburn.craigslist.org/roo/d/auburn-university-roommate-for-2bd-1ba/7126446928.html,2020-05-18,16:40,$600,"Auburn, AL",True,None,None,None
alabama,auburn,rooms & shares,7120454932,None,Copper Beech Auburn Townhouse Private Room,https://auburn.craigslist.org/roo/d/auburn-university-copper-beech-auburn/7120454932.html,2020-05-07,19:36,$480,"Copper Beech, Auburn",True,None,None,2000ft2
alabama,auburn,rooms & shares,7119824066,None,Private Bedroom at The Standard - walking distance to campus,https://auburn.craigslist.org/roo/d/auburn-private-bedroom-at-the-standard/7119824066.html,2020-05-06,17:30,$980,Auburn,True,None,None,803ft2
alabama,auburn,rooms & shares,7118993039,None,"Summer Lease, 1Bed available in a 2Bed 1 Bath",https://auburn.craigslist.org/roo/d/auburn-summer-lease-1bed-available-in/7118993039.html,2020-05-05,10:14,$475,"Auburn, AL",True,None,None,None
alabama,auburn,rooms & shares,7118604232,None,Creekside of Auburn- Student Housing 4 Bedroom Units,https://auburn.craigslist.org/roo/d/auburn-creekside-of-auburn-student/7118604232.html,2020-05-04,14:29,$600,Auburn,True,None,None,None
alabama,auburn,rooms & shares,7118103936,None,Housing roommate,https://auburn.craigslist.org/roo/d/town-creek-housing-roommate/7118103936.html,2020-05-03,15:55,$280,Town creek,False,None,None,1000ft2
alabama,auburn,rooms & shares,7102594996,None,"Kitchens with Full Appliance Package, Smart Apartment, Cable/Satellite",https://auburn.craigslist.org/roo/d/auburn-university-kitchens-with-full/7102594996.html,2020-05-01,19:28,$544,None,True,None,None,1523ft2
alabama,auburn,rooms & shares,7101386607,None,Full furnished bedroom and bathroom available in,https://auburn.craigslist.org/roo/d/auburn-full-furnished-bedroom-and/7101386607.html,2020-04-29,14:29,$300,"160 N College St, Auburn, AL",False,None,None,None
alabama,auburn,sublets & temporary,7141102370,None,2 bed 1 bath apartment sublease,https://auburn.craigslist.org/sub/d/auburn-2-bed-1-bath-apartment-sublease/7141102370.html,2020-06-13,11:48,$550,Leman’s Square,True,None,2,None
alabama,auburn,sublets & temporary,7138146058,None,$590 for 1b1b entire apartment close to campus,https://auburn.craigslist.org/sub/d/auburn-university-590-for-1b1b-entire/7138146058.html,2020-06-08,14:00,$590,Auburn,True,None,1,572ft2
alabama,auburn,sublets & temporary,7137102218,None,Sublease in Avalon Park - Auburn AL,https://auburn.craigslist.org/sub/d/auburn-university-sublease-in-avalon/7137102218.html,2020-06-06,15:34,$757,Auburn,True,None,2,None
alabama,auburn,sublets & temporary,7131197305,6977539092,"Private Studio Entrance,Walking Distance to Downtown",https://auburn.craigslist.org/sub/d/auburn-private-studio-entrancewalking/7131197305.html,2020-05-27,12:35,$0,None,False,None,1,None
alabama,auburn,sublets & temporary,7131239881,None,Workers wanted,https://auburn.craigslist.org/sub/d/auburn-workers-wanted/7131239881.html,2020-05-27,11:58,$0,Auburn,False,None,None,None
alabama,auburn,sublets & temporary,7131237141,None,Workers needed,https://auburn.craigslist.org/sub/d/auburn-workers-needed/7131237141.html,2020-05-27,11:51,$0,Auburn,False,None,None,None
alabama,auburn,sublets & temporary,7127541263,7074594755,Nice Private 1BR/1BA Summer Sublease 5/1/20-7/31/20--NO SEC DEPOSIT!,https://auburn.craigslist.org/sub/d/auburn-university-nice-private-1br-1ba/7127541263.html,2020-05-20,14:41,$855,"Auburn, AL--Logan Square Apartments",False,None,1,None
alabama,auburn,sublets & temporary,7124551511,None,Weekly or Monthly Rates! NO Credit Check! NO Deposit!,https://auburn.craigslist.org/sub/d/auburn-weekly-or-monthly-rates-no/7124551511.html,2020-05-15,10:23,$0,pace blvd Auburn AL,True,None,None,None
alabama,auburn,sublets & temporary,7120759709,None,Will pay you $100 to sublet thru 31 July.,https://auburn.craigslist.org/sub/d/auburn-university-will-pay-you-100-to/7120759709.html,2020-05-08,11:58,$399,Auburn,True,None,4,1352ft2
alabama,auburn,sublets & temporary,7106723838,None,">>A/C, Awesome View,Quiet, Easy Access, Fire Pit, WIFI::""""++__",https://auburn.craigslist.org/sub/d/maggie-valley-c-awesome-viewquiet-easy/7106723838.html,2020-05-07,18:28,$1445,Valley,True,None,3,1100ft2
alabama,auburn,sublets & temporary,7119818932,None,Private bedroom at The Standard - walking distance to campus,https://auburn.craigslist.org/sub/d/auburn-private-bedroom-at-the-standard/7119818932.html,2020-05-06,17:41,$980,Auburn,True,None,1,803ft2
alabama,auburn,sublets & temporary,7117516718,None,The Connection at Auburn,https://auburn.craigslist.org/sub/d/auburn-the-connection-at-auburn/7117516718.html,2020-05-02,12:52,$660,"Auburn, AL",True,None,2,None
alabama,auburn,sublets & temporary,7116413998,None,1 bdrm 1 ba sublease,https://auburn.craigslist.org/sub/d/auburn-1-bdrm-1-ba-sublease/7116413998.html,2020-04-30,12:20,$625,Terra Nova,False,None,1,None
alabama,auburn,office & commercial,7134337927,3924826616,Office/Retail Space on Opelika Rd,https://auburn.craigslist.org/off/d/office-retail-space-on-opelika-rd/7134337927.html,2020-06-01,21:17,$1400,1452 #A Opelika Rd,True,None,None,1300ft2
alabama,auburn,vacation rentals,7140848099,None,Beach rental !!,https://auburn.craigslist.org/vac/d/panama-city-beach-beach-rental/7140848099.html,2020-06-12,21:39,$0,Panama City beach Florida,True,None,2,1200ft2
alabama,auburn,vacation rentals,7136265565,None,SUNSET SQUARE** Across the Street from Ocean,https://auburn.craigslist.org/vac/d/myrtle-beach-sunset-square-across-the/7136265565.html,2020-06-11,13:03,$1040,Garden City Beach,True,None,2,None
alabama,auburn,vacation rentals,7133739204,None,Panama City Beach: July 10-17!,https://auburn.craigslist.org/vac/d/panama-city-panama-city-beach-july-10-17/7133739204.html,2020-06-11,01:46,$2950,None,True,None,3,None
alabama,auburn,vacation rentals,7129136881,None,Beachside with Pool and Grill spacious 2ba/2ba  condo,https://auburn.craigslist.org/vac/d/gulf-shores-beachside-with-pool-and/7129136881.html,2020-06-10,12:27,$130,"Gulf Shores, Al",True,None,2,910ft2
alabama,auburn,vacation rentals,7122950835,None,Let's Get Away This Weekend! 5 Bed/5.5 Bath with Private POOL!,https://auburn.craigslist.org/vac/d/myrtle-beach-lets-get-away-this-weekend/7122950835.html,2020-06-09,11:02,$2928,Surfside Beach,True,None,5,None
alabama,auburn,vacation rentals,7135497928,None,Beach rental!!,https://auburn.craigslist.org/vac/d/panama-city-beach-beach-rental/7135497928.html,2020-06-03,20:58,$0,Panama City Beach Florida,True,None,2,1200ft2
alabama,auburn,vacation rentals,7134399105,6416844508,mississippiretreat.com,https://auburn.craigslist.org/vac/d/myrtle-mississippiretreatcom/7134399105.html,2020-06-02,02:41,$300,myrtle,True,None,3,None
alabama,auburn,vacation rentals,7134315385,None,Crystal Shores 1301 - Beautiful Corner Condo w/new floors & paint,https://auburn.craigslist.org/vac/d/gulf-shores-crystal-shores-beautiful/7134315385.html,2020-06-01,20:37,$150,None,True,None,2,1030ft2
alabama,auburn,vacation rentals,7116333828,None,OCEANFRONT Studio Condo Rental - Panama City Beach,https://auburn.craigslist.org/vac/d/panama-city-beach-oceanfront-studio/7116333828.html,2020-05-25,13:13,$115,Panama City Beach,True,None,1,None
alabama,auburn,vacation rentals,7117414330,7053531156,Panama City Beach @ Pinnacle Port 2 & 3 Bedroom By Owner Near 30-A,https://auburn.craigslist.org/vac/d/panama-city-beach-panama-city-beach/7117414330.html,2020-05-24,17:16,$0,HWY 98 AT Carillon Ave.,True,None,2,1030ft2
alabama,auburn,vacation rentals,7125496343,None,Beach rental!,https://auburn.craigslist.org/vac/d/panama-city-beach-beach-rental/7125496343.html,2020-05-16,21:43,$0,Panama City Beach Florida,True,None,2,1200ft2
alabama,auburn,apts & housing for rent,7140076564,None,"Washer & Dryer Included , Close to Dog Park, 3 Swimming Pools",https://auburn.craigslist.org/apa/d/valley-washer-dryer-included-close-to/7140076564.html,2020-06-13,17:58,$990,None,True,None,2,None
alabama,auburn,apts & housing for rent,7141274037,7139498684,"School is right around the corner, come see us today!",https://auburn.craigslist.org/apa/d/auburn-school-is-right-around-the/7141274037.html,2020-06-13,16:03,$799,Auburn,True,None,1,580ft2
alabama,auburn,apts & housing for rent,7141261061,7139507475,July rentals. $1000 concession at move in,https://auburn.craigslist.org/apa/d/auburn-july-rentals-1000-concession-at/7141261061.html,2020-06-13,15:47,$880,Auburn,True,None,2,860ft2
alabama,auburn,apts & housing for rent,7141262579,7139504005,$799 One bedroom Special!!!,https://auburn.craigslist.org/apa/d/auburn-799-one-bedroom-special/7141262579.html,2020-06-13,15:44,$799,Auburn,True,None,1,580ft2
alabama,auburn,apts & housing for rent,7141261622,7139498684,"School is around the corner, come see us today!",https://auburn.craigslist.org/apa/d/auburn-school-is-around-the-corner-come/7141261622.html,2020-06-13,15:42,$880,Auburn,True,None,2,860ft2
alabama,auburn,apts & housing for rent,7141262068,7138880305,Got July Move In Plans?  Call and Ask how you can earn $1000 concessio,https://auburn.craigslist.org/apa/d/auburn-got-july-move-in-plans-call-and/7141262068.html,2020-06-13,15:41,$880,Auburn,True,None,2,860ft2
alabama,auburn,apts & housing for rent,7141264577,7139495093,June is still Jumping with one bedrooms for $799,https://auburn.craigslist.org/apa/d/auburn-june-is-still-jumping-with-one/7141264577.html,2020-06-13,15:40,$799,Auburn,True,None,1,600ft2
alabama,auburn,apts & housing for rent,7141261343,7139504005,$799 is the Whole apartment not just a Bedroom,https://auburn.craigslist.org/apa/d/auburn-799-is-the-whole-apartment-not/7141261343.html,2020-06-13,15:38,$799,Auburn,True,None,1,580ft2
alabama,auburn,apts & housing for rent,7135639961,None,"Onsite Dog Park, Garages Available, Online Rental Payments",https://auburn.craigslist.org/apa/d/valley-onsite-dog-park-garages/7135639961.html,2020-06-13,15:30,$785,None,True,None,1,None
alabama,auburn,apts & housing for rent,7135639946,None,"Refrigerator, Hardwood Flooring, Close to Dog Park",https://auburn.craigslist.org/apa/d/valley-refrigerator-hardwood-flooring/7135639946.html,2020-06-13,15:00,$1015,None,True,None,3,None
